of_id,article_ref,article_family,diameter_mm,material,color,quantity,machine_id,machine_type,actual_start_ts,actual_end_ts,downtime_min,status,record_created_ts
OF-2024-00148,art-a30,Assemblage,130.4,Acier,Gris,13,MCH-06,MANUAL,2024-01-01 20:30:27,2024-01-01 21:39:08,0.0,done,2024-01-01 21:43:17
OF-2024-00149,ART-U04,Usinage,186.4,Inox,Rouge,69,MCH-03,CNC_STD,2024-05-30 13:21:48,2024-05-30 16:48:33,0.0,done,2024-05-30 16:49:41
OF-2024-00150,ART-S13,Soudure,74.7,Acier,Jaune,204,MCH-10,ROBOT_CELL,2024-08-30 17:25:37,2024-08-31 03:35:43,0.0,done,2024-08-31 03:36:17
OF-2024-00151,ART-S29,Soudure,90.9,Aluminium,Vert,34,MCH-09,ROBOT_CELL,2024-05-25 15:05:06,2024-05-25 16:48:02,0.0,done,2024-05-25 16:50:01
OF-2024-00152,ART-U04,Usinage,186.4,Inox,Rouge,9,MCH-01,CNC_FAST,2024-05-18 10:41:26,2024-05-18 11:18:44,4.7,done,2024-05-18 11:23:07
OF-2024-00153,ART-U32,Usinage,131.7,Aluminium,Gris,24,MCH-05,CNC_STD,2024-04-25 15:23:57,2024-04-25 16:44:09,10.7,done,2024-04-25 16:46:34
OF-2024-00154,ART-S29,Soudure,90.9,Aluminium,Vert,299,MCH-09,ROBOT_CELL,2024-02-21 06:25:09,,0.0,aborted,2024-02-21 19:01:47
OF-2024-00155,ART-A26,Assemblage,183.1,Inox,Rouge,19,MCH-10,ROBOT_CELL,2024-07-09 07:35:09,2024-07-09 08:18:50,5.1,done,2024-07-09 08:22:35
OF-2024-00156,ART-S25,Soudure,151.9,Acier,Bleu,200,MCH-11,ROBOT_CELL,2024-06-14 20:28:24,2024-06-15 07:36:53,112.7,done,2024-06-15 07:40:32
OF-2024-00157,ART-A26,Assemblage,183.1,Inox,Rouge,143,MCH-05,CNC_STD,2024-07-16 09:03:56,2024-07-16 13:38:42,32.2,done,2024-07-16 13:43:16
OF-2024-00158,ART-A10,Assemblage,48.9,Aluminium,Jaune,69,MCH-12,ROBOT_CELL,2024-05-12 14:29:39,2024-05-12 15:34:04,0.0,done,2024-05-12 15:38:46
OF-2024-00159,ART-S25,Soudure,151.9,Acier,Bleu,33,MCH-06,MANUAL,2024-06-13 14:53:01,2024-06-13 19:07:08,0.0,done,2024-06-13 19:07:44
OF-2024-00160,ART-S13,Soudure,74.7,Acier,Jaune,31,MCH-08,MANUAL,2024-01-12 18:38:35,2024-01-12 22:07:26,0.0,done,2024-01-12 22:09:25
OF-2024-00161,ART-U08,Usinage,22.6,Inox,Noir,134,MCH-03,CNC_STD,2024-02-23 14:14:03,2024-02-23 16:28:21,0.0,done,2024-02-23 16:30:15
OF-2024-00162,ART-F11,Finition,147.9,Acier,Gris,46,MCH-08,MANUAL,2024-04-29 08:09:43,2024-04-29 09:20:05,0.0,done,2024-04-29 09:21:40
OF-2024-00163,ART-U08,Usinage,22.6,Inox,Noir,36,MCH-04,CNC_STD,2024-07-26 18:23:34,2024-07-26 19:13:50,12.9,done,2024-07-26 19:18:00
OF-2024-00164,ART-A26,Assemblage,183.1,Inox,Rouge,79,MCH-10,ROBOT_CELL,2024-07-01 10:55:18,2024-07-01 13:22:12,43.7,done,2024-07-01 13:23:43
OF-2024-00165,ART-S29,Soudure,90.9,Aluminium,Vert,51,MCH-08,MANUAL,2024-02-21 17:14:17,2024-02-21 21:41:06,0.0,done,2024-02-21 21:45:13
OF-2024-00166,ART-A26,Assemblage,183.1,Inox,Rouge,305,MCH-07,MANUAL,27/08/2024 11:54,28/08/2024 02:48,104.4,done,28/08/2024 02:51
OF-2024-00167,ART-F27,Finition,162.2,Titane,Rouge,50,MCH-02,CNC_FAST,2024-05-12 18:48:12,2024-05-12 19:47:08,0.0,done,2024-05-12 19:47:56
OF-2024-00168,ART-F11,Finition,147.9,Acier,Gris,63,MCH-02,CNC_FAST,2024-03-05 15:22:58,2024-03-05 16:11:01,0.0,done,2024-03-05 16:12:37
OF-2024-00169,ART-S01,Soudure,191.3,Titane,Bleu,56,MCH-06,MANUAL,2024-05-22 16:55:13,2024-05-23 02:29:28,56.9,done,2024-05-23 02:33:45
OF-2024-00170,ART-A18,Assemblage,15.6,Inox,Rouge,42,MCH-10,ROBOT_CELL,2024-06-09 06:47:20,2024-06-09 07:12:28,0.0,done,2024-06-09 07:16:27
OF-2024-00171,ART-F15,Finition,196.8,Titane,Jaune,15,MCH-06,MANUAL,2024-05-17 18:51:50,2024-05-17 19:41:05,0.0,done,2024-05-17 19:43:37
OF-2024-00172,ART-A22,Assemblage,105.9,Aluminium,Noir,68,MCH-09,ROBOT_CELL,2024-04-18 17:43:25,2024-04-18 18:42:05,0.0,done,2024-04-18 18:43:33
OF-2024-00173,ART-F15,Finition,196.8,Titane,Jaune,57,MCH-02,CNC_FAST,2024-04-20 18:36:12,2024-04-20 20:13:02,0.0,done,2024-04-20 20:15:59
OF-2024-00174,ART-U32,Usinage,131.7,Aluminium,Gris,53,MCH-01,CNC_FAST,2024-03-07 06:30:12,,27.2,running,2024-03-07 07:55:07
OF-2024-00175,ART-F19,Finition,100.8,Aluminium,Gris,38,MCH-06,MANUAL,2024-08-01 09:25:33,2024-08-01 10:24:16,0.0,done,2024-08-01 10:27:31
OF-2024-00176,ART-A06,Assemblage,21.3,Acier,Noir,6,MCH-08,MANUAL,2024-04-23 08:24:45,2024-04-23 08:38:16,0.0,done,2024-04-23 08:39:09
OF-2024-00177,ART-U00,Usinage,184.0,Inox,Jaune,20,MCH-02,CNC_FAST,2024-04-24 07:00:21,2024-04-24 08:03:33,20.4,done,2024-04-24 08:07:17
OF-2024-00178,ART-F31,Finition,25.3,Inox,Gris,317,MCH-07,MANUAL,07/08/2024 15:05,,75.6,running,07/08/2024 18:58
OF-2024-00179,ART-A02,Assemblage,36.9,Aluminium,Vert,121,MCH-08,MANUAL,2024-04-12 18:07:14,2024-04-12 19:37:35,0.0,done,2024-04-12 19:41:39
OF-2024-00180,ART-S25,Soudure,151.9,Acier,Bleu,38,MCH-06,MANUAL,2024-04-05 16:05:35,2024-04-05 21:40:46,106.9,done,2024-04-05 21:44:24
OF-2024-00181,ART-U16,Usinage,144.1,Aluminium,Noir,70,MCH-02,CNC_FAST,2024-03-15 07:15:30,2024-03-15 09:23:27,12.7,done,2024-03-15 09:24:36
OF-2024-00182,ART-S09,Soudure,11.4,Acier,Jaune,166,MCH-10,ROBOT_CELL,2024-02-27 09:44:54,2024-02-27 12:07:22,0.0,done,2024-02-27 12:09:16
OF-2024-00183,ART-A06,Assemblage,21.3,Acier,Noir,68,MCH-06,MANUAL,2024-05-31 06:59:17,2024-05-31 08:12:37,0.0,done,2024-05-31 08:16:15
OF-2024-00184,ART-S25,Soudure,151.9,Acier,Bleu,31,MCH-06,MANUAL,2024-06-18 11:44:05,2024-06-18 15:59:43,54.0,done,2024-06-18 16:01:10
OF-2024-00185,ART-A22,Assemblage,105.9,Aluminium,Noir,21,MCH-08,MANUAL,2024-05-22 11:02:33,2024-05-22 11:49:25,14.3,done,2024-05-22 11:51:49
OF-2024-00186,ART-S29,Soudure,90.9,Aluminium,Vert,58,MCH-09,ROBOT_CELL,2024-07-05 10:02:06,2024-07-05 12:24:10,20.2,done,2024-07-05 12:27:34
OF-2024-00187,ART-U04,Usinage,186.4,Inox,Rouge,16,MCH-01,CNC_FAST,2024-01-15 06:53:42,2024-01-15 07:57:41,15.8,done,2024-01-15 08:01:26
OF-2024-00188,ART-S21,Soudure,45.5,Inox,Vert,321,MCH-08,MANUAL,2024-06-16 13:34:03,2024-06-17 06:59:24,306.5,done,2024-06-17 07:03:39
OF-2024-00189,ART-F15,Finition,196.8,Titane,Jaune,171,MCH-01,CNC_FAST,2024-01-22 07:58:40,2024-01-22 12:19:56,50.9,done,2024-01-22 12:23:36
OF-2024-00190,ART-S13,Soudure,74.7,Acier,Jaune,227,MCH-10,ROBOT_CELL,2024-07-10 18:25:25,2024-07-11 02:54:37,141.5,done,2024-07-11 02:56:27
OF-2024-00191,  ART-U16 ,Usinage,144.1,Aluminium,Noir,53,MCH-02,CNC_FAST,2024-03-31 15:39:01,2024-03-31 16:59:30,23.2,done,2024-03-31 17:02:36
OF-2024-00192,ART-F19,Finition,100.8,Aluminium,Gris,42,MCH-02,CNC_FAST,2024-07-22 16:22:52,2024-07-22 16:45:20,0.0,done,2024-07-22 16:47:15
OF-2024-00193,  ART-U32 ,Usinage,131.7,Aluminium,Gris,42,MCH-04,CNC_STD,2024-02-03 18:48:41,2024-02-03 20:24:08,0.0,done,2024-02-03 20:28:10
OF-2024-00194,ART-U28,Usinage,115.2,Aluminium,Bleu,14,MCH-01,CNC_FAST,2024-01-08 07:19:19,2024-01-08 07:43:38,0.0,done,2024-01-08 07:44:18
OF-2024-00195,ARTU16,Usinage,144.1,Aluminium,Noir,41,MCH-05,CNC_STD,2024-05-05 07:03:20,2024-05-05 08:40:53,28.3,done,2024-05-05 08:42:03
OF-2024-00196,ART-U24,Usinage,173.0,Aluminium,Vert,202,MCH-03,CNC_STD,2024-08-13 18:56:27,2024-08-14 02:26:02,0.0,done,2024-08-14 02:26:58
OF-2024-00197,ART-A22,Assemblage,105.9,Aluminium,Noir,48,MCH-10,ROBOT_CELL,2024-05-08 11:57:27,2024-05-08 12:34:54,0.0,done,2024-05-08 12:36:56
OF-2024-00198,ART-S25,Soudure,151.9,Acier,Bleu,29,MCH-06,MANUAL,2024-01-07 19:53:00,2024-01-08 00:12:26,0.0,done,2024-01-08 00:14:10
OF-2024-00199,ART-A18,Assemblage,15.6,Inox,Rouge,54,MCH-06,MANUAL,2024-02-19 06:39:31,2024-02-19 07:33:08,0.0,done,2024-02-19 07:36:02
OF-2024-00200,ART-U16,Usinage,144.1,Aluminium,Noir,75,MCH-01,CNC_FAST,2024-05-02 20:45:50,2024-05-02 22:42:52,0.0,done,2024-05-02 22:46:14
OF-2024-00201,ART-U20,Usinage,23.4,Titane,Rouge,31,MCH-01,CNC_FAST,2024-06-07 18:21:21,2024-06-07 19:05:49,3.2,done,2024-06-07 19:09:52
OF-2024-00202,ART-F15,Finition,196.8,Titane,Jaune,37,MCH-02,CNC_FAST,2024-04-20 08:23:54,2024-04-20 09:12:53,12.9,done,2024-04-20 09:14:25
OF-2024-00203,ART-F27,Finition,162.2,Titane,Rouge,344,MCH-07,MANUAL,19/03/2024 09:01,19/03/2024 20:42,0.0,done,19/03/2024 20:44
OF-2024-00204,ART-S25,Soudure,151.9,Acier,Bleu,5,MCH-06,MANUAL,2024-05-10 17:36:48,2024-05-10 18:48:13,0.0,done,2024-05-10 18:50:52
OF-2024-00205,ART-U04,Usinage,186.4,Inox,Rouge,114,MCH-01,CNC_FAST,2024-04-29 19:01:36,2024-04-29 23:56:33,0.0,done,2024-04-29 23:58:24
OF-2024-00206,art-f11,Finition,147.9,Acier,Gris,53,MCH-01,CNC_FAST,2024-05-16 13:08:09,2024-05-16 13:47:06,0.0,done,2024-05-16 13:48:29
OF-2024-00207,ART-U04,Usinage,186.4,Inox,Rouge,197,MCH-03,CNC_STD,2024-02-21 16:31:24,2024-02-22 07:34:23,0.0,done,2024-02-22 07:34:56
OF-2024-00208,ART-A06,Assemblage,21.3,Acier,Noir,45,MCH-03,CNC_STD,2024-08-30 15:32:40,2024-08-30 16:02:45,1.9,done,2024-08-30 16:06:07
OF-2024-00209,ART-S13,Soudure,74.7,Acier,Jaune,6,MCH-10,ROBOT_CELL,2024-01-01 19:20:44,2024-01-01 20:06:47,12.0,done,2024-01-01 20:10:03
OF-2024-00210,ART-U24,Usinage,173.0,Aluminium,Vert,20,MCH-01,CNC_FAST,2024-08-14 15:50:39,2024-08-14 16:33:55,0.0,done,2024-08-14 16:38:16
OF-2024-00211,ART-U12,Usinage,23.0,Titane,Noir,77,MCH-05,CNC_STD,2024-08-03 14:41:07,2024-08-03 16:32:28,0.0,done,2024-08-03 16:34:11
OF-2024-00212,ART-F07,Finition,147.0,Acier,Gris,79,MCH-06,MANUAL,2024-02-28 19:06:17,2024-02-28 20:54:48,0.0,done,2024-02-28 20:55:57
OF-2024-00213,ART-F31,Finition,25.3,Inox,Gris,49,MCH-01,CNC_FAST,2024-07-12 19:23:41,2024-07-12 19:45:49,2.1,done,2024-07-12 19:46:21
OF-2024-00214,ART-S25,Soudure,151.9,Acier,Bleu,44,MCH-11,ROBOT_CELL,2024-03-03 06:56:49,2024-03-03 10:09:04,40.8,done,2024-03-03 10:13:20
OF-2024-00215,ART-F15,Finition,196.8,Titane,Jaune,339,MCH-08,MANUAL,2024-03-12 09:51:30,2024-03-13 02:22:14,0.0,done,2024-03-13 02:25:50
OF-2024-00216,ART-U08,Usinage,22.6,Inox,Noir,161,MCH-04,CNC_STD,2024-03-06 17:24:26,2024-03-06 20:01:15,15.8,done,2024-03-06 20:05:25
OF-2024-00217,ART-F23,Finition,23.0,Acier,Gris,49,MCH-02,CNC_FAST,2024-02-20 13:20:13,2024-02-20 13:34:50,1.6,done,2024-02-20 13:37:51
OF-2024-00218,ART-U32,Usinage,131.7,Aluminium,Gris,203,MCH-05,CNC_STD,2024-08-29 20:20:54,2024-08-30 02:35:24,0.0,done,2024-08-30 02:38:46
OF-2024-00219,ART-U04,Usinage,186.4,Inox,Rouge,74,MCH-02,CNC_FAST,2024-02-27 17:42:31,2024-02-27 21:49:56,56.9,done,2024-02-27 21:52:22
OF-2024-00220,ART-A06-MM,Assemblage,21.3,Acier,Noir,222,MCH-08,MANUAL,2024-06-10 21:13:17,2024-06-10 23:33:37,0.0,done,2024-06-10 23:37:01
OF-2024-00221,ART-A26,Assemblage,183.1,Inox,Rouge,52,MCH-10,ROBOT_CELL,2024-07-17 07:20:56,2024-07-17 08:51:25,0.0,done,2024-07-17 08:55:42
OF-2024-00222,ART-A02,Assemblage,36.9,Aluminium,Vert,46,MCH-03,CNC_STD,2024-01-12 13:47:21,2024-01-12 14:22:49,0.0,done,2024-01-12 14:23:55
OF-2024-00223,ART-U24,Usinage,173.0,Aluminium,Vert,45,MCH-01,CNC_FAST,2024-07-29 13:54:38,2024-07-29 14:59:58,0.0,done,2024-07-29 15:04:23
OF-2024-00224,  ART-F19 ,Finition,100.8,Aluminium,Gris,75,MCH-02,CNC_FAST,2024-04-28 22:07:32,2024-04-28 22:44:06,0.0,done,2024-04-28 22:46:59
OF-2024-00225,ART-U04,Usinage,186.4,Inox,Rouge,26,MCH-04,CNC_STD,2024-02-09 18:49:18,2024-02-09 20:27:37,0.0,done,2024-02-09 20:29:16
OF-2024-00226,ART-F15,Finition,196.8,Titane,Jaune,33,MCH-02,CNC_FAST,2024-07-08 10:17:13,2024-07-08 11:03:43,0.0,done,2024-07-08 11:07:07
OF-2024-00227,ART-A26,Assemblage,183.1,Inox,Rouge,56,MCH-05,CNC_STD,2024-01-27 06:07:55,2024-01-27 08:21:08,0.0,done,2024-01-27 08:23:44
OF-2024-00228,ART-A06,Assemblage,21.3,Acier,Noir,69,MCH-07,MANUAL,17/06/2024 09:12,17/06/2024 10:30,0.0,done,17/06/2024 10:32
OF-2024-00229,ART-S05,Soudure,38.9,Acier,Vert,79,MCH-10,ROBOT_CELL,2024-03-15 12:33:44,2024-03-15 14:28:39,0.0,done,2024-03-15 14:33:19
OF-2024-00230,ART-U24,Usinage,173.0,Aluminium,Vert,57,MCH-01,CNC_FAST,2024-04-27 12:56:28,2024-04-27 14:35:54,0.0,done,2024-04-27 14:39:30
OF-2024-00231,ART-U32,Usinage,131.7,Aluminium,Gris,242,MCH-01,CNC_FAST,2024-01-02 12:17:18,2024-01-02 17:41:43,0.0,done,2024-01-02 17:46:40
OF-2024-00232,art-u12,Usinage,23.0,Titane,Noir,8,MCH-01,CNC_FAST,2024-07-25 09:56:02,2024-07-25 10:11:45,4.7,done,2024-07-25 10:14:31
OF-2024-00233,ART-A18,Assemblage,15.6,Inox,Rouge,39,MCH-06,MANUAL,2024-04-28 17:52:06,2024-04-28 18:34:19,10.1,done,2024-04-28 18:37:27
OF-2024-00234,ART-U28,Usinage,115.2,Aluminium,Bleu,24,MCH-01,CNC_FAST,2024-04-12 20:57:15,2024-04-12 21:32:28,12.1,done,2024-04-12 21:34:21
OF-2024-00235,ART-S29,Soudure,90.9,Aluminium,Vert,39,MCH-10,ROBOT_CELL,2024-07-11 11:39:29,2024-07-11 13:16:44,25.6,done,2024-07-11 13:18:37
OF-2024-00236,ART-S17,Soudure,16.0,Acier,Bleu,340,MCH-09,ROBOT_CELL,2024-04-05 11:07:54,2024-04-05 15:46:34,23.0,done,2024-04-05 15:48:25
OF-2024-00237,ART-U04,Usinage,186.4,Inox,Rouge,64,MCH-03,CNC_STD,2024-07-01 07:00:59,2024-07-01 11:24:33,30.2,done,2024-07-01 11:26:34
OF-2024-00238,art-u32,Usinage,131.7,Aluminium,Gris,43,MCH-05,CNC_STD,2024-01-16 06:34:05,2024-01-16 08:06:27,11.0,done,2024-01-16 08:10:53
OF-2024-00239,ART-S29,Soudure,90.9,Aluminium,Vert,362,MCH-10,ROBOT_CELL,2024-03-28 19:43:45,2024-03-29 07:20:47,0.0,done,2024-03-29 07:24:44
OF-2024-00240,ART-U16,Usinage,144.1,Aluminium,Noir,66,MCH-04,CNC_STD,2024-06-27 21:09:15,2024-06-27 23:12:31,0.0,done,2024-06-27 23:17:07
OF-2024-00241,ART-F07,Finition,147.0,Acier,Gris,255,MCH-07,MANUAL,04/05/2024 12:19,04/05/2024 18:20,0.0,done,04/05/2024 18:23
OF-2024-00242,ART-S29,Soudure,90.9,Aluminium,Vert,68,MCH-07,MANUAL,03/01/2024 19:35,04/01/2024 01:24,0.0,done,04/01/2024 01:25
OF-2024-00243,ART-A10,Assemblage,48.9,Aluminium,Jaune,25,MCH-11,ROBOT_CELL,2024-02-23 19:04:43,,8.3,aborted,2024-02-23 19:34:01
OF-2024-00244,ARTU16,Usinage,144.1,Aluminium,Noir,39,MCH-04,CNC_STD,2024-08-23 09:47:42,2024-08-23 11:22:57,30.5,done,2024-08-23 11:25:37
OF-2024-00245,ART-U00,Usinage,184.0,Inox,Jaune,48,MCH-01,CNC_FAST,2024-02-08 14:42:26,2024-02-08 16:50:57,0.0,done,2024-02-08 16:51:50
OF-2024-00246,ART-A18,Assemblage,15.6,Inox,Rouge,58,MCH-06,MANUAL,2024-04-22 06:34:44,2024-04-22 07:37:38,0.0,done,2024-04-22 07:42:30
OF-2024-00247,ART-U28,Usinage,115.2,Aluminium,Bleu,221,MCH-02,CNC_FAST,2024-04-12 19:56:18,2024-04-12 23:23:11,32.1,done,2024-04-12 23:25:49
OF-2024-00248,ART-U28,Usinage,115.2,Aluminium,Bleu,75,MCH-01,CNC_FAST,2024-05-18 12:43:34,2024-05-18 14:25:46,15.8,done,2024-05-18 14:27:39
OF-2024-00249,ART-U16,Usinage,144.1,Aluminium,Noir,26,MCH-01,CNC_FAST,2024-04-07 14:43:58,2024-04-07 15:20:57,0.0,done,2024-04-07 15:21:50
OF-2024-00250,ART-A26,Assemblage,183.1,Inox,Rouge,31,MCH-04,CNC_STD,2024-07-13 07:22:46,2024-07-13 08:31:26,10.1,done,2024-07-13 08:32:05
OF-2024-00251,ART-S33,Soudure,195.1,Inox,Gris,31,MCH-06,MANUAL,2024-06-30 09:07:06,2024-06-30 13:55:42,67.0,done,2024-06-30 13:59:24
OF-2024-00252,ART-A06,Assemblage,21.3,Acier,Noir,22,MCH-03,CNC_STD,2024-07-30 16:39:25,2024-07-30 16:59:45,3.8,done,2024-07-30 17:04:08
OF-2024-00253,ART-U00,Usinage,184.0,Inox,Jaune,33,MCH-01,CNC_FAST,2024-06-21 20:45:58,2024-06-21 22:32:00,0.0,done,2024-06-21 22:33:56
OF-2024-00254,ART-A22,Assemblage,105.9,Aluminium,Noir,334,MCH-09,ROBOT_CELL,2024-02-16 06:25:40,2024-02-16 10:59:01,0.0,done,2024-02-16 11:02:34
OF-2024-00255,ART-S13,Soudure,74.7,Acier,Jaune,43,MCH-09,ROBOT_CELL,2024-05-31 07:00:55,2024-05-31 09:02:21,0.0,done,2024-05-31 09:03:14
OF-2024-00256,ART-U16,Usinage,144.1,Aluminium,Noir,78,MCH-03,CNC_STD,2024-04-15 14:29:33,2024-04-15 17:51:28,0.0,done,2024-04-15 17:53:49
OF-2024-00257,ART-S33,Soudure,195.1,Inox,Gris,321,MCH-07,MANUAL,22/03/2024 07:44,24/03/2024 01:33,0.0,done,24/03/2024 01:37
OF-2024-00258,ART-F03,Finition,55.9,Titane,Jaune,32,MCH-08,MANUAL,2024-04-25 20:57:02,2024-04-25 21:52:21,0.0,done,2024-04-25 21:56:27
OF-2024-00259,ART-A22,Assemblage,105.9,Aluminium,Noir,238,MCH-05,CNC_STD,2024-01-18 07:54:45,2024-01-18 11:38:04,61.7,done,2024-01-18 11:40:49
OF-2024-00260,ART-A06,Assemblage,21.3,Acier,Noir,235,MCH-07,MANUAL,03/05/2024 19:39,03/05/2024 22:12,0.0,done,03/05/2024 22:16
OF-2024-00261,ART-U20,Usinage,23.4,Titane,Rouge,121,MCH-03,CNC_STD,2024-04-19 15:35:32,2024-04-19 15:35:32,26.9,done,2024-04-19 18:15:52
OF-2024-00262,ART-A02,Assemblage,36.9,Aluminium,Vert,327,MCH-10,ROBOT_CELL,2024-08-31 11:19:10,,0.0,aborted,2024-08-31 13:34:17
OF-2024-00263,ART-F31,Finition,25.3,Inox,Gris,383,MCH-01,CNC_FAST,2024-06-06 10:15:45,2024-06-06 12:22:48,0.0,done,2024-06-06 12:27:00
OF-2024-00264,ART-A26,Assemblage,183.1,Inox,Rouge,395,MCH-12,ROBOT_CELL,2024-08-07 15:52:58,2024-08-08 01:58:56,75.7,done,2024-08-08 01:59:57
OF-2024-00265,ART-S13,Soudure,74.7,Acier,Jaune,50,MCH-09,ROBOT_CELL,2024-03-22 11:40:27,2024-03-22 14:07:25,11.8,done,2024-03-22 14:10:47
OF-2024-00266,ART-S13,Soudure,74.7,Acier,Jaune,54,MCH-08,MANUAL,2024-06-27 15:34:54,2024-06-27 20:14:01,0.0,done,2024-06-27 20:16:37
OF-2024-00267,ART-U28,Usinage,115.2,Aluminium,Bleu,18,MCH-03,CNC_STD,2024-06-22 08:16:13,,17.3,aborted,2024-06-22 09:11:37
OF-2024-00268,ART-U04,Usinage,186.4,Inox,Rouge,32,MCH-03,CNC_STD,2024-08-20 07:58:45,2024-08-20 11:19:31,0.0,done,2024-08-20 11:24:05
OF-2024-00269,ART-S33,Soudure,195.1,Inox,Gris,19,MCH-07,MANUAL,27/04/2024 12:08,27/04/2024 15:19,37.2,done,27/04/2024 15:21
OF-2024-00270,ART-A02,Assemblage,36.9,Aluminium,Vert,54,MCH-03,CNC_STD,2024-04-18 14:55:14,2024-04-18 15:36:00,7.7,done,2024-04-18 15:39:00
OF-2024-00271,ART-F23,Finition,23.0,Acier,Gris,72,MCH-06,MANUAL,2024-08-21 10:30:00,,0.0,aborted,2024-08-21 11:15:02
OF-2024-00272,ART-A18,Assemblage,15.6,Inox,Rouge,51,MCH-08,MANUAL,2024-07-18 16:25:26,2024-07-18 17:07:03,0.0,done,2024-07-18 17:09:18
OF-2024-00273,ART-S13,Soudure,74.7,Acier,Jaune,76,MCH-07,MANUAL,18/05/2024 13:15,18/05/2024 19:07,107.7,done,18/05/2024 19:10
OF-2024-00274,ART-U32,Usinage,131.7,Aluminium,Gris,8,MCH-05,CNC_STD,2024-05-18 08:54:02,2024-05-18 09:24:19,9.5,done,2024-05-18 09:25:36
OF-2024-00275,ART-S21,Soudure,45.5,Inox,Vert,52,MCH-07,MANUAL,08/06/2024 08:47,08/06/2024 13:16,0.0,done,08/06/2024 13:18
OF-2024-00276,ART-S21,Soudure,45.5,Inox,Vert,41,MCH-11,ROBOT_CELL,2024-04-26 19:23:38,2024-04-26 21:02:25,8.7,done,2024-04-26 21:04:50
OF-2024-00277,art-u16,Usinage,144.1,Aluminium,Noir,54,MCH-01,CNC_FAST,2024-03-16 17:41:33,2024-03-16 18:48:31,0.0,done,2024-03-16 18:50:04
OF-2024-00278,ART-A26,Assemblage,183.1,Inox,Rouge,19,MCH-11,ROBOT_CELL,2024-06-24 19:03:16,2024-06-24 19:44:51,0.0,done,2024-06-24 19:47:25
OF-2024-00279,ART-U00,Usinage,184.0,Inox,Jaune,55,MCH-04,CNC_STD,2024-05-19 10:54:41,2024-05-19 13:33:53,0.0,done,2024-05-19 13:36:07
OF-2024-00280,ART-F19,Finition,100.8,Aluminium,Gris,39,MCH-07,MANUAL,26/03/2024 13:28,26/03/2024 14:25,15.4,done,26/03/2024 14:26
OF-2024-00281,ART-A14,Assemblage,190.7,Acier,Noir,213,MCH-11,ROBOT_CELL,2024-04-18 11:33:27,2024-04-18 16:24:07,0.0,done,2024-04-18 16:26:08
OF-2024-00282,art-u16,Usinage,144.1,Aluminium,Noir,75,MCH-03,CNC_STD,2024-02-23 15:58:20,2024-02-23 18:12:45,0.0,done,2024-02-23 18:13:52
OF-2024-00283,ART-U12,Usinage,23.0,Titane,Noir,335,MCH-04,CNC_STD,2024-02-22 19:29:43,2024-02-23 03:09:58,0.0,done,2024-02-23 03:13:27
OF-2024-00284,ART-A06,Assemblage,21.3,Acier,Noir,138,MCH-10,ROBOT_CELL,2024-06-04 08:14:03,2024-06-04 09:18:45,13.3,done,2024-06-04 09:21:09
OF-2024-00285,ART-U00,Usinage,184.0,Inox,Jaune,27,MCH-03,CNC_STD,2024-02-18 13:13:35,2024-02-18 14:56:58,0.0,done,2024-02-18 14:58:54
OF-2024-00286,ART-U00,Usinage,184.0,Inox,Jaune,44,MCH-02,CNC_FAST,2024-01-22 20:33:29,2024-01-22 22:45:47,0.0,done,2024-01-22 22:49:34
OF-2024-00287,ART-U16,Usinage,144.1,Aluminium,Noir,172,MCH-04,CNC_STD,2024-07-23 16:45:18,2024-07-23 22:59:49,0.0,done,2024-07-23 23:01:38
OF-2024-00288,ART-A10,Assemblage,48.9,Aluminium,Jaune,150,MCH-05,CNC_STD,2024-07-15 17:46:12,2024-07-15 20:00:16,0.0,done,2024-07-15 20:03:39
OF-2024-00289,ART-U28,Usinage,115.2,Aluminium,Bleu,244,MCH-02,CNC_FAST,2024-05-28 17:32:54,2024-05-28 21:44:49,26.6,done,2024-05-28 21:47:28
OF-2024-00290,ARTU20,Usinage,23.4,Titane,Rouge,44,MCH-03,CNC_STD,2024-05-18 09:35:22,2024-05-18 10:45:22,0.0,done,2024-05-18 10:48:46
OF-2024-00291,ART-F15,Finition,196.8,Titane,Jaune,373,MCH-08,MANUAL,2024-01-22 19:14:29,2024-01-23 12:14:44,0.0,done,2024-01-23 12:17:55
OF-2024-00292,ART-F15,Finition,196.8,Titane,Jaune,46,MCH-02,CNC_FAST,2024-01-05 19:09:05,2024-01-05 20:23:06,0.0,done,2024-01-05 20:27:00
OF-2024-00293,ART-S29,Soudure,90.9,Aluminium,Vert,171,MCH-07,MANUAL,28/01/2024 16:56,29/01/2024 04:14,0.0,done,29/01/2024 04:18
OF-2024-00294,ART-A06,Assemblage,21.3,Acier,Noir,30,MCH-03,CNC_STD,2024-08-25 13:05:59,2024-08-25 13:30:34,0.0,done,2024-08-25 13:34:27
OF-2024-00295,ART-U24,Usinage,173.0,Aluminium,Vert,74,MCH-01,CNC_FAST,2024-05-10 09:22:43,2024-05-10 11:02:07,0.0,done,2024-05-10 11:05:30
OF-2024-00296,ART-S33,Soudure,195.1,Inox,Gris,56,MCH-10,ROBOT_CELL,2024-07-18 11:31:07,2024-07-18 16:27:58,0.0,done,2024-07-18 16:30:39
